,type,tags,merchant_abn,count(1)
557,b,"antique, repairs, restoration",22407003576,4803
558,c,"florists supplies, nursery stock, flowers",44210076869,1595
559,b,"books, periodicals, newspapers",55270512213,134
560,a,"opticians, optical goods, eyeglasses",28827474922,3420
561,a,"cable, satellite, other pay television, radio",67690172512,5307
562,b,"health, beauty spas",35391497890,3217
563,a,"watch, clock, jewelry repair",27047988248,2066
564,a,"cable, satellite, other pay television, radio",23255291705,7584
565,a,"cable, satellite, other pay television, radio",19573722372,4084
566,a,"health, beauty spas",57772891398,1798
567,b,"furniture, home furnishings, equipment, manufacturers",19378069235,255
568,a,"tent, awning",96911331900,358
569,c,"computer programming, data processing, integrated systems design",76697587331,840
570,a,"cable, satellite, other pay television, radio",97212769356,964
571,a,"tent, awning",88987269041,228
572,a,"gift, card, novelty, souvenir",32897338221,162
573,a,"artist supply, craft",82307164889,329
574,b,"jewelry, watch, clock, silverware",86889657711,66
575,a,"florists supplies, nursery stock, flowers",78187460332,416
576,a,"tent, awning",92836597532,1180
577,b,"furniture, home furnishings, equipment, manufacturers",73918814753,380
578,b,"computers, computer peripheral equipment, software",22155114860,2473
579,a,"books, periodicals, newspapers",64278053738,479
580,b,"furniture, home furnishings, equipment, manufacturers",43152535761,453
581,c,"health, beauty spas",92019681129,1488
582,b,"tent, awning",91338194166,623
583,c,"artist supply, craft",42061762079,50
584,c,"books, periodicals, newspapers",11243046390,390
585,a,"music, musical instruments, pianos, sheet music",28339332365,520
586,c,telecom,35267193658,23
587,c,"books, periodicals, newspapers",21003199892,203
588,a,"furniture, home furnishings, equipment, manufacturers",22267067774,15
589,a,"bicycle,",36436872469,41
590,c,"tent, awning",33765505000,26
591,b,"tent, awning",10651113986,58
592,c,"gift, card, novelty, souvenir",16286338734,8597
593,a,"artist supply, craft",91772719127,3113
594,a,"stationery, office supplies, printing, writing paper",45073039817,1237
595,a,"cable, satellite, other pay television, radio",68004106739,15982
596,c,shoe,66416089484,443
597,a,"tent, awning",24830778398,592
598,b,"artist supply, craft",27288001271,2616
599,a,"digital goods, books, movies, music",31969118588,368
600,a,"digital goods, books, movies, music",95488505807,2140
601,b,"tent, awning",85529538986,3554
602,b,"opticians, optical goods, eyeglasses",20797699905,438
603,a,"gift, card, novelty, souvenir",64859340118,241
604,a,"gift, card, novelty, souvenir",84226109829,164
605,a,"equipment, tool, furniture, appliance rental, leasing",22614311069,133
606,b,"watch, clock, jewelry repair",66034737896,267
607,c,"art dealers, galleries",27397535742,199
608,a,"health, beauty spas",28771494032,100
609,a,telecom,32173481131,117
610,c,telecom,95594775419,7
611,a,"watch, clock, jewelry repair",41663117354,13111
612,c,"bicycle,",69666829657,7422
613,a,"furniture, home furnishings, equipment, manufacturers",40593734741,215
614,a,"florists supplies, nursery stock, flowers",35664226523,1987
615,b,"bicycle,",50321300271,1663
616,c,"equipment, tool, furniture, appliance rental, leasing",96834893748,2084
617,a,"computer programming, data processing, integrated systems design",63408991537,152
618,b,"florists supplies, nursery stock, flowers",34398628767,2505
619,a,"bicycle,",40776514177,953
620,c,"art dealers, galleries",93096883450,311
621,c,"music, musical instruments, pianos, sheet music",92516609757,344
622,a,"computers, computer peripheral equipment, software",36235884040,365
623,b,"tent, awning",18355044772,64
624,c,"stationery, office supplies, printing, writing paper",11076688542,46
625,c,telecom,92482981458,30
626,c,"jewelry, watch, clock, silverware",43083074133,113
627,b,"bicycle,",82499272010,143
628,b,"artist supply, craft",91212040913,313
629,c,"bicycle,",27580593799,38
630,a,"watch, clock, jewelry repair",62224020443,16304
631,b,"cable, satellite, other pay television, radio",10142254217,2544
632,b,"florists supplies, nursery stock, flowers",17934773261,3265
633,c,"digital goods, books, movies, music",64974914166,8166
634,c,"opticians, optical goods, eyeglasses",78663389603,819
635,a,"music, musical instruments, pianos, sheet music",30372130473,891
636,b,"opticians, optical goods, eyeglasses",76275088055,4340
637,a,"music, musical instruments, pianos, sheet music",16676754730,337
638,a,"computers, computer peripheral equipment, software",53339073841,504
639,a,"florists supplies, nursery stock, flowers",75646866762,1120
640,a,"computers, computer peripheral equipment, software",39010056512,1082
641,b,"artist supply, craft",92437353435,220
642,a,"digital goods, books, movies, music",75079342466,171
643,d,"lawn, garden supply outlets, including nurseries",67419861441,293
644,a,"bicycle,",97434297484,691
645,b,"furniture, home furnishings, equipment, manufacturers",54751110960,150
646,c,"furniture, home furnishings, equipment, manufacturers",30378250411,134
647,a,"art dealers, galleries",68233865253,23
648,a,"hobby, toy, game",56479646937,23
649,a,"artist supply, craft",32165886699,38
650,a,telecom,45875784130,15
651,a,"bicycle,",47087026221,44
652,a,"watch, clock, jewelry repair",73499119023,4169
653,c,"gift, card, novelty, souvenir",28748147493,3292
654,a,"computer programming, data processing, integrated systems design",10279061213,464
655,b,"opticians, optical goods, eyeglasses",35790530993,280
656,b,"computer programming, data processing, integrated systems design",68550848674,726
657,c,"books, periodicals, newspapers",46817474676,4677
658,c,"lawn, garden supply outlets, including nurseries",38425242099,237
659,b,"computer programming, data processing, integrated systems design",83058563505,299
660,a,"bicycle,",33654290585,18
661,d,"stationery, office supplies, printing, writing paper",79287836711,98
662,b,"florists supplies, nursery stock, flowers",99445005261,50
663,c,"equipment, tool, furniture, appliance rental, leasing",83878213821,65
664,b,shoe,82803045102,48
665,b,telecom,56191979620,58
666,c,"furniture, home furnishings, equipment, manufacturers",68096660401,23
667,c,"gift, card, novelty, souvenir",80324045558,164419
668,c,"opticians, optical goods, eyeglasses",94827960324,4964
669,c,"artist supply, craft",52509095251,3828
670,b,"computers, computer peripheral equipment, software",93532380797,3695
671,a,"tent, awning",51401317633,1007
672,b,"artist supply, craft",35661290048,364
673,a,"digital goods, books, movies, music",25467145329,3383
674,a,"health, beauty spas",17950989709,2911
675,b,"lawn, garden supply outlets, including nurseries",43127814599,3234
676,a,"cable, satellite, other pay television, radio",78798828265,4452
677,c,"antique, repairs, restoration",97716113207,1753
678,a,"opticians, optical goods, eyeglasses",41329164057,136
679,a,"hobby, toy, game",21162389643,353
680,a,"computers, computer peripheral equipment, software",25627894706,521
681,a,"motor vehicle supplies, new parts",56488744658,48
682,b,telecom,31552582037,11
683,a,"stationery, office supplies, printing, writing paper",37759101222,45
684,a,"hobby, toy, game",68840051984,86
685,a,"music, musical instruments, pianos, sheet music",45601456298,56
686,b,"antique, repairs, restoration",19841142617,200
687,e,"stationery, office supplies, printing, writing paper",46391946761,15
688,a,"bicycle,",27207000299,9
689,b,"cable, satellite, other pay television, radio",43719937438,2472
690,a,"opticians, optical goods, eyeglasses",22059270846,24016
691,b,"motor vehicle supplies, new parts",93077671049,949
692,a,"bicycle,",69696627033,2691
693,b,"lawn, garden supply outlets, including nurseries",18935690984,3624
694,e,"computer programming, data processing, integrated systems design",83000061755,3676
695,a,"computers, computer peripheral equipment, software",40272107679,3775
696,b,"books, periodicals, newspapers",55279811979,376
697,b,"digital goods, books, movies, music",56680601741,353
698,b,telecom,34621449599,191
699,b,"digital goods, books, movies, music",73836969394,893
700,b,"computers, computer peripheral equipment, software",43301018611,1853
701,c,"books, periodicals, newspapers",61745157507,47
702,c,"furniture, home furnishings, equipment, manufacturers",40038882257,589
703,a,"stationery, office supplies, printing, writing paper",56030772622,139
704,c,"bicycle,",48100934293,174
705,c,"cable, satellite, other pay television, radio",28124275236,569
706,b,"watch, clock, jewelry repair",35733444320,19678
707,c,"stationery, office supplies, printing, writing paper",83575543026,1295
708,a,"hobby, toy, game",11208869091,82
709,a,"florists supplies, nursery stock, flowers",41549774177,210
710,c,"florists supplies, nursery stock, flowers",80953929257,1235
711,b,shoe,53062283717,3480
712,b,"computer programming, data processing, integrated systems design",92696023351,1926
713,a,"florists supplies, nursery stock, flowers",74916784885,952
714,c,"bicycle,",15704713883,21
715,b,"tent, awning",85414931149,275
716,a,"digital goods, books, movies, music",43980535151,136
717,a,"health, beauty spas",35144409275,414
718,a,"lawn, garden supply outlets, including nurseries",87853468402,634
719,a,"cable, satellite, other pay television, radio",74684382790,178
720,c,"lawn, garden supply outlets, including nurseries",34940973001,763
721,a,"books, periodicals, newspapers",73199959867,37
722,c,"florists supplies, nursery stock, flowers",63358217962,171
723,b,"furniture, home furnishings, equipment, manufacturers",82063890289,25
724,c,"opticians, optical goods, eyeglasses",23144747020,2175
725,b,"hobby, toy, game",55132869928,1513
726,c,"cable, satellite, other pay television, radio",40590483301,5198
727,a,"health, beauty spas",76968105359,588
728,b,"books, periodicals, newspapers",33233265647,4332
729,a,"opticians, optical goods, eyeglasses",59128133246,5337
730,b,"tent, awning",18709053174,3305
731,a,"digital goods, books, movies, music",30299051123,315
732,e,"digital goods, books, movies, music",73205504863,504
733,a,"stationery, office supplies, printing, writing paper",58596147982,388
734,c,telecom,19633197919,339
735,a,"motor vehicle supplies, new parts",24015576448,1139
736,a,"computers, computer peripheral equipment, software",46372571372,324
737,b,"antique, repairs, restoration",91880575299,30
738,b,"art dealers, galleries",73463200282,127
739,c,"stationery, office supplies, printing, writing paper",17189523131,74
740,c,"computer programming, data processing, integrated systems design",42940970845,96
741,c,"bicycle,",21667845371,55
742,a,"computers, computer peripheral equipment, software",92895607850,928
743,b,"artist supply, craft",36196225600,14340
744,a,"books, periodicals, newspapers",96893283227,1290
745,a,"health, beauty spas",53772871046,1469
746,c,"digital goods, books, movies, music",58389062507,868
747,c,"hobby, toy, game",52606993642,663
748,b,"furniture, home furnishings, equipment, manufacturers",84647062762,137
749,a,"furniture, home furnishings, equipment, manufacturers",92636306985,2572
750,a,"lawn, garden supply outlets, including nurseries",51959118092,5147
751,b,"antique, repairs, restoration",31334588839,1284
752,a,"furniture, home furnishings, equipment, manufacturers",38990495653,205
753,d,"hobby, toy, game",20422223827,667
754,b,"health, beauty spas",17496459532,262
755,c,"bicycle,",64435268766,142
756,b,"bicycle,",71029007948,89
757,b,"artist supply, craft",63948574402,22
758,c,"tent, awning",88935026131,29
759,a,"cable, satellite, other pay television, radio",23527526869,6583
760,a,"health, beauty spas",31456306765,305
761,c,"bicycle,",16993524298,1453
762,b,"health, beauty spas",11199348915,1811
763,c,"florists supplies, nursery stock, flowers",22474703869,2110
764,b,"furniture, home furnishings, equipment, manufacturers",13555086357,370
765,c,"motor vehicle supplies, new parts",20269486864,1462
766,a,"equipment, tool, furniture, appliance rental, leasing",28663538418,355
767,c,"books, periodicals, newspapers",38807802363,901
768,b,"tent, awning",45785438987,481
769,a,"digital goods, books, movies, music",95560742626,954
770,c,"digital goods, books, movies, music",27674806739,177
771,a,"furniture, home furnishings, equipment, manufacturers",24848244496,327
772,c,"artist supply, craft",65739256790,64
773,c,"antique, repairs, restoration",74837094867,14
774,a,shoe,76070803743,364
775,c,telecom,48290289285,400
